Workout_ID,Difficulty,Focus_Area,Routine,Goal
WK_3552,Beginner,Push,Incline Bench Press | Tricep Extensions | Skull Crushers | Overhead Press,Weight Loss
WK_3553,Beginner,Pull,Bicep Curls | Dumbbell Rows | Face Pulls | Hammer Curls | Chin-ups | Seated Cable Rows,Weight Loss
WK_3554,Beginner,Pull,Face Pulls | Chin-ups | Chest-supported Rows | Seated Cable Rows | Lat Pulldowns | Dumbbell Rows,Muscle Gain
WK_3555,Intermediate,Pull,Chest-supported Rows | Lat Pulldowns | Dumbbell Rows | Pull-ups | Hammer Curls | Seated Cable Rows,Weight Loss
WK_3556,Beginner,Push,Push-ups | Neutral-grip Dumbbell Press | Overhead Press | Dips | Skull Crushers,General Fitness
WK_3557,Advanced,Legs,Bulgarian Split Squats | Standing Calf Raises | Lunges | Glute Bridges,General Fitness
WK_3558,Beginner,Lower Body,Wall Sits | Seated Calf Raises | Standing Calf Raises | Leg Press | Squat Jumps | Leg Curls,Muscle Gain
WK_3559,Intermediate,Lower Body,Leg Curls | Squats | Leg Press | Lunges,General Fitness
WK_3560,Beginner,Core & Cardio,Jumping Jacks | Bird-Dogs | Sit-ups | Forearm Planks | Sprints | Mountain Climbers,Muscle Gain
WK_3561,Beginner,Full Body,Bent-over Rows | Seated Cable Rows | Wall Sits | Burpees,General Fitness
WK_3562,Beginner,Core & Cardio,Mountain Climbers | Burpees | Jumping Jacks | Russian Twists | Crunches,Muscle Gain
WK_3563,Beginner,Pull,Seated Cable Rows | Deadlifts | Face Pulls | Bicep Curls | Pull-ups,Weight Loss
WK_3564,Beginner,Upper Body,Skull Crushers | Dumbbell Rows | Overhead Press | Dips | Pull-ups | Hammer Curls,Weight Loss
WK_3565,Intermediate,Core & Cardio,Sit-ups | High Knees | Mountain Climbers | Forearm Planks | Running,Muscle Gain
WK_3566,Intermediate,Pull,Chest-supported Rows | Lat Pulldowns | Chin-ups | Deadlifts,Weight Loss
WK_3567,Beginner,Pull,Chin-ups | Seated Cable Rows | Chest-supported Rows | Dumbbell Rows | Bent-over Rows | Deadlifts,Muscle Gain
WK_3568,Advanced,Core & Cardio,Sprints | Burpees | Jumping Jacks | High Knees | Bicycle Crunches | Forearm Planks,Muscle Gain
WK_3569,Advanced,Core & Cardio,Planks | Forearm Planks | Crunches | Sit-ups | Burpees | Bird-Dogs,General Fitness
WK_3570,Intermediate,Core & Cardio,Burpees | Sit-ups | High Knees | Running,General Fitness
WK_3571,Advanced,Upper Body,Tricep Extensions | Bench Press | Bicep Curls | Chest-supported Rows,Weight Loss
WK_3572,Beginner,Upper Body,Face Pulls | Push-ups | Bent-over Rows | Cable Crossovers | Hammer Curls,General Fitness
WK_3573,Beginner,Push,Bench Press | Push-ups | Knuckle Push-ups | Cable Crossovers | Skull Crushers | Neutral-grip Dumbbell Press,Weight Loss
WK_3574,Intermediate,Core & Cardio,Jumping Jacks | Forearm Planks | Sprints | Russian Twists | Burpees,Weight Loss
WK_3575,Advanced,Upper Body,Face Pulls | Bench Press | Incline Bench Press | Pull-ups | Military Press | Chest-supported Rows,Muscle Gain
WK_3576,Advanced,Lower Body,Squat Jumps | Box Jumps | Seated Calf Raises | Lunges | Clamshells | Bulgarian Split Squats,Weight Loss
WK_3577,Beginner,Full Body,Bent-over Rows | Sprints | Chest-supported Rows | Squat Jumps | Squats,Muscle Gain
WK_3578,Intermediate,Pull,Pull-ups | Deadlifts | Lat Pulldowns | Bicep Curls | Bent-over Rows,Weight Loss
WK_3579,Intermediate,Pull,Chin-ups | Deadlifts | Face Pulls | Bent-over Rows | Lat Pulldowns,Muscle Gain
WK_3580,Advanced,Legs,Leg Curls | Box Jumps | Lunges | Clamshells | Leg Press | Standing Calf Raises,General Fitness
WK_3581,Beginner,Pull,Seated Cable Rows | Chin-ups | Bicep Curls | Dumbbell Rows | Pull-ups,Muscle Gain
WK_3582,Beginner,Core & Cardio,Burpees | High Knees | Sprints | Crunches,Weight Loss
WK_3583,Advanced,Legs,Seated Calf Raises | Lunges | Bulgarian Split Squats | Squats | Clamshells,Weight Loss
WK_3584,Beginner,Legs,Bulgarian Split Squats | Box Jumps | Standing Calf Raises | Leg Press | Leg Curls | Wall Sits,Weight Loss
WK_3585,Advanced,Lower Body,Standing Calf Raises | Squat Jumps | Box Jumps | Lunges,Muscle Gain
WK_3586,Intermediate,Core & Cardio,Sprints | Sit-ups | Russian Twists | Mountain Climbers | Burpees,General Fitness
WK_3587,Beginner,Full Body,Bicycle Crunches | Military Press | Knuckle Push-ups | Tricep Extensions | Wall Sits | Running,General Fitness
WK_3588,Advanced,Core & Cardio,Russian Twists | Burpees | Planks | Sit-ups | Crunches | High Knees,Weight Loss
WK_3589,Advanced,Legs,Box Jumps | Leg Curls | Bulgarian Split Squats | Lunges | Seated Calf Raises | Glute Bridges,Muscle Gain
WK_3590,Beginner,Full Body,Russian Twists | Face Pulls | Bench Press | Mountain Climbers | Planks,Muscle Gain
WK_3591,Advanced,Push,Incline Bench Press | Military Press | Skull Crushers | Push-ups | Knuckle Push-ups | Cable Crossovers,Muscle Gain
WK_3592,Beginner,Pull,Chest-supported Rows | Hammer Curls | Pull-ups | Deadlifts | Bicep Curls,General Fitness
WK_3593,Beginner,Pull,Bicep Curls | Seated Cable Rows | Pull-ups | Bent-over Rows | Hammer Curls | Chin-ups,General Fitness
WK_3594,Beginner,Lower Body,Wall Sits | Squats | Clamshells | Glute Bridges | Seated Calf Raises,Weight Loss
WK_3595,Beginner,Core & Cardio,Russian Twists | Bicycle Crunches | Planks | Mountain Climbers,Weight Loss
WK_3596,Intermediate,Full Body,Face Pulls | Neutral-grip Dumbbell Press | Leg Press | Russian Twists | Push-ups,General Fitness
WK_3597,Intermediate,Full Body,Overhead Press | Jumping Jacks | Bench Press | Skull Crushers | Sprints,Muscle Gain
WK_3598,Advanced,Push,Cable Crossovers | Knuckle Push-ups | Military Press | Neutral-grip Dumbbell Press | Overhead Press,Weight Loss
WK_3599,Beginner,Lower Body,Leg Curls | Standing Calf Raises | Clamshells | Squat Jumps,General Fitness
WK_3600,Advanced,Pull,Bicep Curls | Bent-over Rows | Face Pulls | Chin-ups | Deadlifts,General Fitness
WK_3601,Intermediate,Lower Body,Wall Sits | Clamshells | Bulgarian Split Squats | Standing Calf Raises | Lunges | Squats,Weight Loss
WK_3602,Intermediate,Upper Body,Pull-ups | Military Press | Cable Crossovers | Lat Pulldowns,Weight Loss
WK_3603,Beginner,Upper Body,Bent-over Rows | Tricep Extensions | Chin-ups | Knuckle Push-ups,Weight Loss
WK_3604,Intermediate,Full Body,Sit-ups | Planks | Running | Neutral-grip Dumbbell Press,Muscle Gain
WK_3605,Intermediate,Legs,Bulgarian Split Squats | Leg Press | Clamshells | Box Jumps | Leg Curls,Weight Loss
WK_3606,Advanced,Full Body,Military Press | Jumping Jacks | Standing Calf Raises | Running | Clamshells | Bulgarian Split Squats,Muscle Gain
WK_3607,Beginner,Legs,Leg Press | Box Jumps | Bulgarian Split Squats | Lunges | Seated Calf Raises | Standing Calf Raises,Muscle Gain
WK_3608,Advanced,Push,Cable Crossovers | Tricep Extensions | Incline Bench Press | Military Press | Overhead Press,Muscle Gain
WK_3609,Intermediate,Core & Cardio,Russian Twists | Burpees | Mountain Climbers | Sit-ups | Forearm Planks,General Fitness
WK_3610,Advanced,Lower Body,Standing Calf Raises | Clamshells | Glute Bridges | Leg Press | Bulgarian Split Squats | Wall Sits,General Fitness
WK_3611,Intermediate,Pull,Chest-supported Rows | Pull-ups | Face Pulls | Seated Cable Rows | Bicep Curls | Deadlifts,General Fitness
WK_3612,Intermediate,Legs,Leg Curls | Leg Press | Bulgarian Split Squats | Seated Calf Raises | Wall Sits | Clamshells,Muscle Gain
WK_3613,Beginner,Core & Cardio,Jumping Jacks | High Knees | Sit-ups | Burpees | Mountain Climbers | Forearm Planks,Muscle Gain
WK_3614,Intermediate,Upper Body,Incline Bench Press | Seated Cable Rows | Cable Crossovers | Dips,Weight Loss
WK_3615,Beginner,Legs,Wall Sits | Glute Bridges | Clamshells | Squats | Standing Calf Raises | Seated Calf Raises,Muscle Gain
WK_3616,Beginner,Core & Cardio,Bird-Dogs | Mountain Climbers | Forearm Planks | Running | Bicycle Crunches | Sit-ups,Muscle Gain
WK_3617,Advanced,Upper Body,Incline Bench Press | Push-ups | Bent-over Rows | Lat Pulldowns | Pull-ups | Knuckle Push-ups,Weight Loss
WK_3618,Beginner,Push,Dips | Military Press | Neutral-grip Dumbbell Press | Incline Bench Press,Muscle Gain
WK_3619,Advanced,Pull,Seated Cable Rows | Chest-supported Rows | Lat Pulldowns | Chin-ups | Hammer Curls | Face Pulls,Weight Loss
WK_3620,Intermediate,Upper Body,Skull Crushers | Seated Cable Rows | Overhead Press | Chest-supported Rows | Military Press,Weight Loss
WK_3621,Beginner,Core & Cardio,Sprints | Forearm Planks | Bicycle Crunches | Burpees | Planks,Muscle Gain
WK_3622,Intermediate,Push,Skull Crushers | Neutral-grip Dumbbell Press | Overhead Press | Bench Press,Weight Loss
WK_3623,Intermediate,Upper Body,Push-ups | Face Pulls | Lat Pulldowns | Incline Bench Press | Dumbbell Rows | Deadlifts,Muscle Gain
WK_3624,Advanced,Full Body,Squat Jumps | Chin-ups | Deadlifts | Dips | Bulgarian Split Squats,General Fitness
WK_3625,Intermediate,Upper Body,Hammer Curls | Bent-over Rows | Overhead Press | Deadlifts | Neutral-grip Dumbbell Press | Tricep Extensions,Muscle Gain
WK_3626,Intermediate,Pull,Chest-supported Rows | Dumbbell Rows | Chin-ups | Bicep Curls | Face Pulls,Weight Loss
WK_3627,Advanced,Legs,Lunges | Bulgarian Split Squats | Standing Calf Raises | Leg Curls,General Fitness
WK_3628,Advanced,Upper Body,Lat Pulldowns | Neutral-grip Dumbbell Press | Push-ups | Knuckle Push-ups | Bent-over Rows | Military Press,Weight Loss
WK_3629,Intermediate,Core & Cardio,Mountain Climbers | Sprints | High Knees | Forearm Planks | Crunches | Russian Twists,General Fitness
WK_3630,Beginner,Core & Cardio,Bird-Dogs | Running | Crunches | Forearm Planks | Jumping Jacks,Weight Loss
WK_3631,Beginner,Full Body,High Knees | Bench Press | Sit-ups | Dips | Pull-ups | Bird-Dogs,Weight Loss
WK_3632,Beginner,Legs,Seated Calf Raises | Lunges | Glute Bridges | Clamshells | Squat Jumps | Standing Calf Raises,Muscle Gain
WK_3633,Beginner,Legs,Bulgarian Split Squats | Box Jumps | Squats | Leg Curls | Standing Calf Raises | Leg Press,General Fitness
WK_3634,Beginner,Full Body,Deadlifts | Chest-supported Rows | Jumping Jacks | Dips,General Fitness
WK_3635,Beginner,Push,Tricep Extensions | Knuckle Push-ups | Neutral-grip Dumbbell Press | Incline Bench Press | Military Press,Muscle Gain
WK_3636,Beginner,Lower Body,Bulgarian Split Squats | Lunges | Clamshells | Squats | Squat Jumps,General Fitness
WK_3637,Advanced,Legs,Squats | Lunges | Standing Calf Raises | Clamshells | Bulgarian Split Squats | Box Jumps,Weight Loss
WK_3638,Advanced,Legs,Leg Press | Lunges | Wall Sits | Leg Curls | Seated Calf Raises,Muscle Gain
WK_3639,Advanced,Core & Cardio,Russian Twists | Burpees | Forearm Planks | Running,Muscle Gain
WK_3640,Advanced,Upper Body,Hammer Curls | Incline Bench Press | Face Pulls | Dips | Seated Cable Rows,General Fitness
WK_3641,Advanced,Legs,Standing Calf Raises | Squats | Clamshells | Leg Press | Box Jumps | Bulgarian Split Squats,Weight Loss
WK_3642,Beginner,Full Body,Sprints | Glute Bridges | High Knees | Jumping Jacks | Skull Crushers | Lat Pulldowns,General Fitness
WK_3643,Advanced,Upper Body,Deadlifts | Tricep Extensions | Pull-ups | Chest-supported Rows | Dips | Skull Crushers,Muscle Gain
WK_3644,Beginner,Upper Body,Cable Crossovers | Tricep Extensions | Military Press | Skull Crushers | Push-ups | Chin-ups,Weight Loss
WK_3645,Advanced,Pull,Dumbbell Rows | Bent-over Rows | Seated Cable Rows | Face Pulls,Weight Loss
WK_3646,Advanced,Upper Body,Dumbbell Rows | Knuckle Push-ups | Deadlifts | Dips | Neutral-grip Dumbbell Press | Military Press,Weight Loss
WK_3647,Advanced,Lower Body,Glute Bridges | Standing Calf Raises | Leg Curls | Leg Press,Weight Loss
WK_3648,Advanced,Lower Body,Wall Sits | Leg Press | Box Jumps | Standing Calf Raises | Clamshells | Glute Bridges,General Fitness
WK_3649,Beginner,Upper Body,Neutral-grip Dumbbell Press | Face Pulls | Pull-ups | Cable Crossovers | Deadlifts,General Fitness
WK_3650,Advanced,Upper Body,Knuckle Push-ups | Dumbbell Rows | Chin-ups | Lat Pulldowns | Deadlifts | Incline Bench Press,General Fitness
WK_3651,Advanced,Core & Cardio,Burpees | Bird-Dogs | Planks | Jumping Jacks,General Fitness
WK_3652,Intermediate,Legs,Clamshells | Glute Bridges | Wall Sits | Lunges,General Fitness
WK_3653,Beginner,Pull,Lat Pulldowns | Deadlifts | Hammer Curls | Chin-ups,Muscle Gain
WK_3654,Advanced,Full Body,High Knees | Clamshells | Russian Twists | Incline Bench Press | Lunges,General Fitness
WK_3655,Beginner,Core & Cardio,Mountain Climbers | Sprints | Burpees | Russian Twists | Forearm Planks | Jumping Jacks,Muscle Gain
WK_3656,Intermediate,Core & Cardio,High Knees | Bird-Dogs | Running | Planks | Burpees | Forearm Planks,Muscle Gain
WK_3657,Beginner,Core & Cardio,Planks | Bicycle Crunches | Bird-Dogs | Burpees,General Fitness
WK_3658,Advanced,Pull,Chest-supported Rows | Deadlifts | Chin-ups | Bicep Curls | Bent-over Rows,General Fitness
WK_3659,Intermediate,Full Body,Chin-ups | Overhead Press | Forearm Planks | Pull-ups | Squat Jumps,Weight Loss
WK_3660,Intermediate,Legs,Leg Curls | Squat Jumps | Squats | Leg Press | Standing Calf Raises,General Fitness
WK_3661,Advanced,Full Body,Sit-ups | Hammer Curls | Chest-supported Rows | Running | High Knees | Burpees,General Fitness
WK_3662,Intermediate,Upper Body,Bent-over Rows | Deadlifts | Bicep Curls | Overhead Press | Chest-supported Rows | Cable Crossovers,Weight Loss
WK_3663,Beginner,Core & Cardio,Sit-ups | Crunches | Mountain Climbers | Russian Twists | Planks | High Knees,Weight Loss
WK_3664,Beginner,Push,Overhead Press | Military Press | Push-ups | Dips | Cable Crossovers,Weight Loss
WK_3665,Beginner,Upper Body,Deadlifts | Lat Pulldowns | Military Press | Seated Cable Rows,Weight Loss
WK_3666,Intermediate,Upper Body,Military Press | Dumbbell Rows | Seated Cable Rows | Tricep Extensions | Bicep Curls,Muscle Gain
WK_3667,Advanced,Upper Body,Bench Press | Neutral-grip Dumbbell Press | Push-ups | Dips | Bicep Curls,General Fitness
WK_3668,Beginner,Push,Knuckle Push-ups | Cable Crossovers | Bench Press | Overhead Press,Muscle Gain
WK_3669,Beginner,Full Body,Deadlifts | Squat Jumps | Glute Bridges | Sprints | Burpees,Weight Loss
WK_3670,Beginner,Pull,Seated Cable Rows | Dumbbell Rows | Bent-over Rows | Chin-ups | Bicep Curls | Face Pulls,General Fitness
WK_3671,Intermediate,Core & Cardio,Running | Sit-ups | Planks | Burpees,General Fitness
WK_3672,Advanced,Legs,Leg Press | Bulgarian Split Squats | Clamshells | Wall Sits,Weight Loss
WK_3673,Advanced,Upper Body,Knuckle Push-ups | Chin-ups | Lat Pulldowns | Bicep Curls | Overhead Press | Neutral-grip Dumbbell Press,Muscle Gain
WK_3674,Intermediate,Core & Cardio,Jumping Jacks | High Knees | Running | Forearm Planks,Weight Loss
WK_3675,Advanced,Legs,Seated Calf Raises | Box Jumps | Leg Press | Lunges | Bulgarian Split Squats | Glute Bridges,Muscle Gain
WK_3676,Advanced,Push,Cable Crossovers | Knuckle Push-ups | Push-ups | Incline Bench Press,Weight Loss
WK_3677,Advanced,Core & Cardio,Planks | Forearm Planks | High Knees | Sit-ups,Weight Loss
WK_3678,Intermediate,Push,Bench Press | Cable Crossovers | Tricep Extensions | Military Press | Incline Bench Press,Muscle Gain
WK_3679,Intermediate,Core & Cardio,Planks | Mountain Climbers | Bicycle Crunches | Jumping Jacks | Sit-ups,Muscle Gain
WK_3680,Intermediate,Upper Body,Neutral-grip Dumbbell Press | Overhead Press | Incline Bench Press | Lat Pulldowns | Hammer Curls,General Fitness
WK_3681,Intermediate,Core & Cardio,High Knees | Mountain Climbers | Bicycle Crunches | Planks,Weight Loss
WK_3682,Beginner,Push,Bench Press | Tricep Extensions | Military Press | Skull Crushers | Cable Crossovers | Overhead Press,General Fitness
WK_3683,Beginner,Full Body,Russian Twists | Running | Chest-supported Rows | High Knees | Standing Calf Raises,General Fitness
WK_3684,Intermediate,Push,Dips | Tricep Extensions | Military Press | Incline Bench Press | Knuckle Push-ups | Neutral-grip Dumbbell Press,Muscle Gain
WK_3685,Beginner,Core & Cardio,Forearm Planks | Bicycle Crunches | Russian Twists | Sprints | Planks,Muscle Gain
WK_3686,Intermediate,Push,Tricep Extensions | Overhead Press | Push-ups | Military Press | Neutral-grip Dumbbell Press | Skull Crushers,Weight Loss
WK_3687,Beginner,Upper Body,Chest-supported Rows | Bent-over Rows | Knuckle Push-ups | Hammer Curls,Weight Loss
WK_3688,Advanced,Push,Bench Press | Overhead Press | Tricep Extensions | Knuckle Push-ups | Cable Crossovers | Neutral-grip Dumbbell Press,General Fitness
WK_3689,Beginner,Legs,Leg Press | Seated Calf Raises | Lunges | Squat Jumps | Wall Sits,Muscle Gain
WK_3690,Intermediate,Upper Body,Lat Pulldowns | Push-ups | Bent-over Rows | Face Pulls,Muscle Gain
WK_3691,Intermediate,Push,Incline Bench Press | Bench Press | Overhead Press | Neutral-grip Dumbbell Press | Military Press | Knuckle Push-ups,Weight Loss
WK_3692,Advanced,Upper Body,Incline Bench Press | Tricep Extensions | Push-ups | Chest-supported Rows | Bicep Curls | Neutral-grip Dumbbell Press,Muscle Gain
WK_3693,Beginner,Push,Bench Press | Skull Crushers | Military Press | Knuckle Push-ups | Push-ups | Neutral-grip Dumbbell Press,General Fitness
WK_3694,Intermediate,Lower Body,Bulgarian Split Squats | Seated Calf Raises | Squat Jumps | Glute Bridges | Squats,General Fitness
WK_3695,Advanced,Pull,Bent-over Rows | Lat Pulldowns | Dumbbell Rows | Chest-supported Rows,General Fitness
WK_3696,Intermediate,Lower Body,Leg Press | Glute Bridges | Leg Curls | Seated Calf Raises,Muscle Gain
WK_3697,Beginner,Push,Overhead Press | Tricep Extensions | Cable Crossovers | Push-ups | Dips,General Fitness
WK_3698,Advanced,Full Body,Seated Cable Rows | Neutral-grip Dumbbell Press | Bulgarian Split Squats | Chest-supported Rows | High Knees,Weight Loss
WK_3699,Advanced,Legs,Squat Jumps | Leg Curls | Seated Calf Raises | Bulgarian Split Squats | Glute Bridges,Muscle Gain
WK_3700,Intermediate,Legs,Bulgarian Split Squats | Leg Curls | Leg Press | Squats | Squat Jumps,General Fitness
WK_3701,Intermediate,Full Body,Box Jumps | Sit-ups | Chin-ups | Planks,Weight Loss
WK_3702,Beginner,Pull,Hammer Curls | Chest-supported Rows | Lat Pulldowns | Deadlifts | Face Pulls,Weight Loss
WK_3703,Intermediate,Legs,Wall Sits | Lunges | Seated Calf Raises | Standing Calf Raises,General Fitness
WK_3704,Advanced,Full Body,Clamshells | Face Pulls | Squats | Pull-ups,General Fitness
WK_3705,Intermediate,Push,Knuckle Push-ups | Military Press | Neutral-grip Dumbbell Press | Incline Bench Press,Weight Loss
WK_3706,Advanced,Upper Body,Cable Crossovers | Tricep Extensions | Neutral-grip Dumbbell Press | Lat Pulldowns,General Fitness
WK_3707,Beginner,Lower Body,Lunges | Squat Jumps | Leg Curls | Squats,Muscle Gain
WK_3708,Advanced,Legs,Leg Curls | Standing Calf Raises | Leg Press | Bulgarian Split Squats,General Fitness
WK_3709,Advanced,Core & Cardio,Russian Twists | Burpees | Forearm Planks | Sprints | Sit-ups,Muscle Gain
WK_3710,Advanced,Upper Body,Push-ups | Chest-supported Rows | Pull-ups | Dumbbell Rows,Muscle Gain
WK_3711,Beginner,Push,Skull Crushers | Tricep Extensions | Overhead Press | Neutral-grip Dumbbell Press | Bench Press | Knuckle Push-ups,Weight Loss
WK_3712,Intermediate,Push,Bench Press | Knuckle Push-ups | Military Press | Tricep Extensions | Dips,Weight Loss
WK_3713,Intermediate,Full Body,Crunches | Chest-supported Rows | Deadlifts | Jumping Jacks | Dumbbell Rows,Weight Loss
WK_3714,Intermediate,Lower Body,Standing Calf Raises | Squat Jumps | Box Jumps | Leg Curls | Seated Calf Raises | Lunges,Weight Loss
WK_3715,Advanced,Core & Cardio,Crunches | Sit-ups | Sprints | Russian Twists | Burpees,Muscle Gain
WK_3716,Beginner,Push,Knuckle Push-ups | Military Press | Push-ups | Dips | Tricep Extensions | Cable Crossovers,Weight Loss
WK_3717,Intermediate,Push,Military Press | Overhead Press | Incline Bench Press | Neutral-grip Dumbbell Press | Tricep Extensions,Muscle Gain
WK_3718,Beginner,Full Body,Leg Press | Cable Crossovers | Sit-ups | Squat Jumps | High Knees,Muscle Gain
WK_3719,Intermediate,Pull,Dumbbell Rows | Seated Cable Rows | Lat Pulldowns | Deadlifts | Chin-ups,General Fitness
WK_3720,Advanced,Full Body,Military Press | Pull-ups | Chest-supported Rows | Clamshells,Muscle Gain
WK_3721,Advanced,Legs,Leg Curls | Standing Calf Raises | Wall Sits | Bulgarian Split Squats,General Fitness
WK_3722,Advanced,Lower Body,Wall Sits | Standing Calf Raises | Squats | Seated Calf Raises | Lunges | Box Jumps,Muscle Gain
WK_3723,Advanced,Legs,Glute Bridges | Leg Press | Bulgarian Split Squats | Clamshells | Box Jumps | Seated Calf Raises,General Fitness
WK_3724,Intermediate,Lower Body,Bulgarian Split Squats | Clamshells | Leg Curls | Leg Press | Lunges,Muscle Gain
WK_3725,Advanced,Core & Cardio,Russian Twists | Bird-Dogs | Burpees | Mountain Climbers | Crunches,Weight Loss
WK_3726,Advanced,Core & Cardio,Planks | Sit-ups | Jumping Jacks | Bird-Dogs | Burpees | Crunches,Muscle Gain
WK_3727,Intermediate,Upper Body,Face Pulls | Incline Bench Press | Cable Crossovers | Lat Pulldowns | Bent-over Rows,General Fitness
WK_3728,Intermediate,Lower Body,Squat Jumps | Leg Press | Clamshells | Leg Curls | Seated Calf Raises,General Fitness
WK_3729,Beginner,Upper Body,Dips | Neutral-grip Dumbbell Press | Seated Cable Rows | Cable Crossovers,Weight Loss
WK_3730,Advanced,Pull,Bent-over Rows | Chin-ups | Pull-ups | Hammer Curls | Deadlifts | Bicep Curls,Muscle Gain
WK_3731,Intermediate,Full Body,Military Press | Push-ups | Glute Bridges | Squat Jumps | Skull Crushers | Tricep Extensions,Muscle Gain
WK_3732,Advanced,Lower Body,Lunges | Bulgarian Split Squats | Seated Calf Raises | Wall Sits,General Fitness
WK_3733,Beginner,Upper Body,Incline Bench Press | Chin-ups | Dips | Lat Pulldowns | Chest-supported Rows | Skull Crushers,Muscle Gain
WK_3734,Beginner,Full Body,Squats | Face Pulls | Clamshells | Leg Curls | High Knees | Hammer Curls,Weight Loss
WK_3735,Intermediate,Push,Cable Crossovers | Overhead Press | Neutral-grip Dumbbell Press | Tricep Extensions,Muscle Gain
WK_3736,Advanced,Push,Cable Crossovers | Dips | Skull Crushers | Neutral-grip Dumbbell Press | Incline Bench Press | Push-ups,Weight Loss
WK_3737,Beginner,Legs,Wall Sits | Standing Calf Raises | Seated Calf Raises | Squat Jumps | Box Jumps,Weight Loss
WK_3738,Beginner,Lower Body,Clamshells | Box Jumps | Standing Calf Raises | Wall Sits,Muscle Gain
WK_3739,Advanced,Core & Cardio,Mountain Climbers | Russian Twists | Bicycle Crunches | Sprints,Muscle Gain
WK_3740,Intermediate,Full Body,Sprints | Chin-ups | Bench Press | Jumping Jacks | Lunges,Weight Loss
WK_3741,Intermediate,Upper Body,Pull-ups | Bent-over Rows | Neutral-grip Dumbbell Press | Skull Crushers | Face Pulls | Hammer Curls,Muscle Gain
WK_3742,Intermediate,Upper Body,Pull-ups | Face Pulls | Neutral-grip Dumbbell Press | Chest-supported Rows,General Fitness
WK_3743,Advanced,Legs,Bulgarian Split Squats | Wall Sits | Squat Jumps | Clamshells | Leg Press | Glute Bridges,Muscle Gain
WK_3744,Beginner,Upper Body,Dips | Incline Bench Press | Military Press | Face Pulls,Muscle Gain
WK_3745,Advanced,Core & Cardio,Sprints | Mountain Climbers | Planks | Russian Twists | Running,Muscle Gain
WK_3746,Beginner,Lower Body,Squats | Clamshells | Squat Jumps | Box Jumps,General Fitness
WK_3747,Intermediate,Full Body,Cable Crossovers | Mountain Climbers | Seated Calf Raises | Bicycle Crunches | Bench Press,Muscle Gain
WK_3748,Beginner,Upper Body,Bench Press | Dumbbell Rows | Tricep Extensions | Knuckle Push-ups,General Fitness
WK_3749,Intermediate,Core & Cardio,Crunches | Russian Twists | High Knees | Bicycle Crunches | Jumping Jacks,General Fitness
WK_3750,Beginner,Legs,Wall Sits | Seated Calf Raises | Lunges | Clamshells,Weight Loss
WK_3751,Beginner,Core & Cardio,Sprints | Sit-ups | High Knees | Jumping Jacks,Weight Loss
WK_3752,Advanced,Legs,Seated Calf Raises | Leg Curls | Glute Bridges | Squats,Weight Loss
WK_3753,Intermediate,Upper Body,Military Press | Chest-supported Rows | Tricep Extensions | Dumbbell Rows | Bent-over Rows | Incline Bench Press,Muscle Gain
WK_3754,Beginner,Lower Body,Squat Jumps | Squats | Clamshells | Leg Press | Lunges | Box Jumps,Muscle Gain
WK_3755,Advanced,Core & Cardio,Running | Crunches | High Knees | Bicycle Crunches | Jumping Jacks,Weight Loss
WK_3756,Advanced,Upper Body,Knuckle Push-ups | Bench Press | Skull Crushers | Cable Crossovers | Bicep Curls,Weight Loss
WK_3757,Intermediate,Full Body,Bench Press | Overhead Press | Running | Bird-Dogs,Muscle Gain
WK_3758,Advanced,Core & Cardio,Burpees | Crunches | Jumping Jacks | Running | Bicycle Crunches | Russian Twists,Muscle Gain
WK_3759,Advanced,Full Body,Seated Cable Rows | Sit-ups | Military Press | Bird-Dogs | Squats | Russian Twists,Muscle Gain
WK_3760,Advanced,Upper Body,Military Press | Dips | Dumbbell Rows | Neutral-grip Dumbbell Press | Knuckle Push-ups | Deadlifts,General Fitness
WK_3761,Intermediate,Legs,Glute Bridges | Squats | Seated Calf Raises | Standing Calf Raises | Box Jumps | Leg Curls,General Fitness
WK_3762,Intermediate,Full Body,Seated Calf Raises | Jumping Jacks | Bicep Curls | High Knees | Leg Press | Bent-over Rows,Weight Loss
WK_3763,Beginner,Push,Skull Crushers | Knuckle Push-ups | Neutral-grip Dumbbell Press | Dips | Tricep Extensions | Cable Crossovers,General Fitness
WK_3764,Advanced,Legs,Lunges | Clamshells | Box Jumps | Leg Curls,General Fitness
WK_3765,Intermediate,Lower Body,Standing Calf Raises | Leg Curls | Squats | Clamshells | Seated Calf Raises | Squat Jumps,General Fitness
WK_3766,Beginner,Upper Body,Deadlifts | Lat Pulldowns | Neutral-grip Dumbbell Press | Knuckle Push-ups | Overhead Press | Bent-over Rows,Weight Loss
WK_3767,Advanced,Upper Body,Dumbbell Rows | Hammer Curls | Dips | Incline Bench Press | Knuckle Push-ups | Pull-ups,Muscle Gain
WK_3768,Intermediate,Pull,Bent-over Rows | Lat Pulldowns | Seated Cable Rows | Deadlifts,General Fitness
WK_3769,Beginner,Legs,Squats | Glute Bridges | Lunges | Leg Curls,Muscle Gain
WK_3770,Beginner,Upper Body,Bicep Curls | Face Pulls | Bent-over Rows | Seated Cable Rows,Muscle Gain
WK_3771,Advanced,Core & Cardio,Mountain Climbers | Planks | Sprints | High Knees | Crunches | Running,Weight Loss
WK_3772,Advanced,Push,Bench Press | Military Press | Neutral-grip Dumbbell Press | Push-ups,Weight Loss
