Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_3552,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3553,Wrist / Elbow,Tennis Elbow,Mild,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_3554,Knee,IT Band Syndrome,Rehabilitating,Legs & Cardio,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_3555,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_3556,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3557,Lower Back,Muscle Sprain,Severe,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3558,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3559,Lower Back,Muscle Sprain,Rehabilitating,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3560,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3561,Lower Back,Muscle Sprain,Chronic/Recurring,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3562,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3563,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3564,Ankle / Foot,Plantar Fasciitis,Moderate,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3565,Neck,Postural Neck Pain,Moderate,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3566,Lower Back,SI Joint Dysfunction,Mild,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3567,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3568,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3569,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3570,Shoulder,Shoulder Impingement,Mild,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3571,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3572,Wrist / Elbow,TFCC Tear,Moderate,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3573,Ankle / Foot,Achilles Tendinitis,Moderate,Cardio & Legs,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3574,Shoulder,AC Joint Sprain,Moderate,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3575,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3576,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3577,Hip / Groin,Piriformis Syndrome,Severe,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3578,Neck,Cervical Sprain,Mild,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3579,Hip / Groin,Hip Flexor Strain,Severe,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3580,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3581,Lower Back,Herniated Disc,Severe,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3582,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3583,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3584,Neck,Cervical Sprain,Severe,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3585,Neck,Cervical Sprain,Moderate,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3586,Lower Back,Herniated Disc,Rehabilitating,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3587,Lower Back,Muscle Sprain,Mild,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3588,Knee,Meniscus Tear,Mild,Legs & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3589,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3590,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3591,Neck,Cervical Sprain,Mild,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3592,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3593,Knee,Meniscus Tear,Rehabilitating,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3594,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3595,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3596,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3597,Ankle / Foot,Plantar Fasciitis,Severe,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3598,Shoulder,Labral Tear,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_3599,Wrist / Elbow,Tennis Elbow,Severe,Upper Body,"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_3600,Shoulder,Rotator Cuff Tendinitis,Mild,Full Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3601,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3602,Knee,Meniscus Tear,Moderate,Legs & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3603,Neck,Cervical Sprain,Severe,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3604,Knee,ACL Sprain,Moderate,Core & Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_3605,Ankle / Foot,Achilles Tendinitis,Mild,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3606,Ankle / Foot,Ankle Sprain,Rehabilitating,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3607,Knee,ACL Sprain,Severe,Legs & Cardio,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_3608,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3609,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3610,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3611,Hip / Groin,Piriformis Syndrome,Moderate,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3612,Hip / Groin,Hip Flexor Strain,Mild,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3613,Wrist / Elbow,Carpal Tunnel Syndrome,Severe,Upper Body,Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_3614,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3615,Neck,Cervical Sprain,Moderate,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3616,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3617,Shoulder,Labral Tear,Moderate,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_3618,Shoulder,Labral Tear,Moderate,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_3619,Lower Back,Muscle Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3620,Hip / Groin,Hip Flexor Strain,Mild,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3621,Ankle / Foot,Plantar Fasciitis,Severe,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3622,Shoulder,Shoulder Impingement,Mild,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3623,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3624,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3625,Shoulder,Labral Tear,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_3626,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3627,Wrist / Elbow,Wrist Sprain,Rehabilitating,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3628,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3629,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3630,Shoulder,Shoulder Impingement,Chronic/Recurring,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3631,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3632,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3633,Wrist / Elbow,TFCC Tear,Mild,Upper Body & Pull (Back/Biceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3634,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3635,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3636,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3637,Wrist / Elbow,TFCC Tear,Severe,Upper Body & Pull (Back/Biceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3638,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3639,Wrist / Elbow,Golfer's Elbow,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_3640,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3641,Lower Back,Muscle Sprain,Rehabilitating,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3642,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3643,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3644,Ankle / Foot,Achilles Tendinitis,Severe,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3645,Lower Back,Muscle Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3646,Shoulder,AC Joint Sprain,Rehabilitating,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3647,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3648,Hip / Groin,Hip Flexor Strain,Mild,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3649,Hip / Groin,Hip Flexor Strain,Rehabilitating,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3650,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3651,Knee,Meniscus Tear,Severe,Lower Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3652,Wrist / Elbow,TFCC Tear,Severe,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3653,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3654,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3655,Shoulder,Rotator Cuff Tendinitis,Moderate,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_3656,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3657,Neck,Cervical Sprain,Chronic/Recurring,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3658,Neck,Cervical Sprain,Severe,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3659,Ankle / Foot,Achilles Tendinitis,Mild,Cardio & Legs,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3660,Hip / Groin,Hip Flexor Strain,Moderate,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3661,Lower Back,Muscle Sprain,Moderate,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3662,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3663,Lower Back,Herniated Disc,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3664,Knee,ACL Sprain,Chronic/Recurring,Core & Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_3665,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3666,Ankle / Foot,Ankle Sprain,Mild,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3667,Shoulder,Shoulder Impingement,Severe,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3668,Wrist / Elbow,TFCC Tear,Mild,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3669,Neck,Cervical Sprain,Rehabilitating,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3670,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3671,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3672,Lower Back,SI Joint Dysfunction,Mild,Full Body & Lower Body & Core,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3673,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3674,Lower Back,Muscle Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3675,Lower Back,Muscle Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3676,Lower Back,SI Joint Dysfunction,Rehabilitating,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3677,Lower Back,Muscle Sprain,Moderate,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3678,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3679,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3680,Neck,Postural Neck Pain,Moderate,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3681,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3682,Neck,Cervical Sprain,Moderate,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_3683,Knee,ACL Sprain,Severe,Legs & Cardio,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_3684,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3685,Lower Back,SI Joint Dysfunction,Rehabilitating,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_3686,Neck,Postural Neck Pain,Rehabilitating,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3687,Ankle / Foot,Ankle Sprain,Severe,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3688,Knee,IT Band Syndrome,Rehabilitating,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_3689,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3690,Knee,IT Band Syndrome,Severe,Full Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_3691,Shoulder,AC Joint Sprain,Mild,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3692,Wrist / Elbow,Wrist Sprain,Severe,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_3693,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3694,Wrist / Elbow,Tennis Elbow,Mild,Upper Body,"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_3695,Hip / Groin,Piriformis Syndrome,Rehabilitating,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3696,Hip / Groin,Piriformis Syndrome,Severe,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3697,Shoulder,Shoulder Impingement,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_3698,Ankle / Foot,Ankle Sprain,Moderate,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_3699,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_3700,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_3701,Lower Back,Muscle Sprain,Severe,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3702,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_3703,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps) & Push,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3704,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_3705,Knee,Meniscus Tear,Chronic/Recurring,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3706,Shoulder,AC Joint Sprain,Moderate,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_3707,Wrist / Elbow,TFCC Tear,Severe,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_3708,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_3709,Lower Back,Muscle Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3710,Knee,Meniscus Tear,Mild,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3711,Knee,Meniscus Tear,Moderate,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_3712,Neck,Postural Neck Pain,Chronic/Recurring,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_3713,Lower Back,Muscle Sprain,Severe,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_3714,Ankle / Foot,Achilles Tendinitis,Severe,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_3715,Shoulder,Labral Tear,Moderate,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
