Workout_ID,Workout_Name,Goal,Difficulty,Focus_Area,Duration_Min,Estimated_Calories_Burned,Routine
WK_1173,Advanced Full Body Circuit,Muscle Gain,Advanced,Full Body,60,450,1. Goblet Squats (4 sets x 6-8 reps (heavy)) | 2. Crunches (4 sets x 6-8 reps (heavy)) | 3. Wall Sit (4 sets x 6-8 reps (heavy)) | 4. Dumbbell Bench Press (4 sets x 6-8 reps (heavy)) | 5. Dumbbell Rows (4 sets x 6-8 reps (heavy))
WK_1174,Advanced Full Body Circuit,Muscle Gain,Advanced,Full Body,45,337,1. Calf Raises (4 sets x 6-8 reps (heavy)) | 2. Reverse Lunges (4 sets x 6-8 reps (heavy)) | 3. Russian Twists (4 sets x 6-8 reps (heavy)) | 4. Dumbbell Chest Flyes (4 sets x 6-8 reps (heavy)) | 5. Lat Pulldowns (4 sets x 6-8 reps (heavy)) | Finisher: Jump Rope (3 sets of max effort)
WK_1175,Intermediate Upper Body Mix,Weight Loss,Intermediate,Upper Body,45,346,1. Dumbbell Overhead Press (4 sets x 40 sec work / 20 sec rest) | 2. Barbell Bench Press (4 sets x 40 sec work / 20 sec rest) | 3. Tricep Kickbacks (4 sets x 40 sec work / 20 sec rest) | 4. Chair Tricep Dips (4 sets x 40 sec work / 20 sec rest) | 5. Dumbbell Rows (4 sets x 40 sec work / 20 sec rest)
WK_1176,Intermediate Pull Routine,General Fitness,Intermediate,Pull (Back/Biceps),45,247,1. Hammer Curls (3 sets x 10-15 reps) | 2. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 3. Superman Extensions (3 sets x 10-15 reps) | 4. Lat Pulldowns (3 sets x 10-15 reps) | 5. Chin-ups (3 sets x 10-15 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1177,Advanced Pull Routine,Weight Loss,Advanced,Pull (Back/Biceps),40,350,1. Chin-ups (4 sets x 45 sec work / 15 sec rest) | 2. Hammer Curls (4 sets x 45 sec work / 15 sec rest) | 3. Dumbbell Bicep Curls (4 sets x 45 sec work / 15 sec rest) | 4. Lat Pulldowns (4 sets x 45 sec work / 15 sec rest) | 5. Superman Extensions (4 sets x 45 sec work / 15 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1178,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,40,308,1. Russian Twists (3 sets x 40 sec work / 20 sec rest) | 2. Jump Rope (3 sets x 40 sec work / 20 sec rest) | 3. Forearm Plank (3 sets x 40 sec work / 20 sec rest) | 4. Bicycle Crunches (3 sets x 40 sec work / 20 sec rest) | 5. High Knees (3 sets x 40 sec work / 20 sec rest)
WK_1179,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,45,297,1. Inverted Bodyweight Rows (3 sets x 12 reps) | 2. Reverse Lunges (3 sets x 12 reps) | 3. Incline Push-ups (3 sets x 12 reps) | 4. Side Plank (3 sets x 12 reps) | 5. Bodyweight Squats (3 sets x 12 reps)
WK_1180,Intermediate Upper Body Mix,Weight Loss,Intermediate,Upper Body,30,231,1. Diamond Push-ups (3 sets x 40 sec work / 20 sec rest) | 2. Dumbbell Chest Flyes (3 sets x 40 sec work / 20 sec rest) | 3. Front Raises (3 sets x 40 sec work / 20 sec rest) | 4. Overhead Tricep Extension (3 sets x 40 sec work / 20 sec rest) | 5. Lat Pulldowns (3 sets x 40 sec work / 20 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1181,Advanced Upper Body Mix,Muscle Gain,Advanced,Upper Body,45,281,1. Overhead Tricep Extension (3 sets x 6-8 reps (heavy)) | 2. Chair Tricep Dips (3 sets x 6-8 reps (heavy)) | 3. Seated Dumbbell Press (3 sets x 6-8 reps (heavy)) | 4. Chin-ups (3 sets x 6-8 reps (heavy)) | 5. Barbell Bench Press (3 sets x 6-8 reps (heavy)) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1182,Advanced Lower Body Focus,General Fitness,Advanced,Legs,30,225,1. Goblet Squats (3 sets x 10-15 reps) | 2. Calf Raises (3 sets x 10-15 reps) | 3. Step-ups (on chair/box) (3 sets x 10-15 reps) | 4. Jump Squats (3 sets x 10-15 reps) | 5. Glute Bridges (3 sets x 10-15 reps) | Finisher: Burpees (3 sets of max effort)
WK_1183,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,45,247,1. Bird-Dog (4 sets x 8-12 reps) | 2. Burpees (4 sets x 8-12 reps) | 3. Side Plank (4 sets x 8-12 reps) | 4. Crunches (4 sets x 8-12 reps) | 5. High Knees (4 sets x 8-12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1184,Intermediate Pull Routine,Muscle Gain,Intermediate,Pull (Back/Biceps),60,330,1. Lat Pulldowns (3 sets x 8-12 reps) | 2. Hammer Curls (3 sets x 8-12 reps) | 3. Dumbbell Rows (3 sets x 8-12 reps) | 4. Superman Extensions (3 sets x 8-12 reps) | 5. Dumbbell Bicep Curls (3 sets x 8-12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1185,Intermediate Push Routine,Muscle Gain,Intermediate,Push (Chest/Shoulders/Triceps),60,330,1. Chair Tricep Dips (4 sets x 8-12 reps) | 2. Push-ups (4 sets x 8-12 reps) | 3. Front Raises (4 sets x 8-12 reps) | 4. Knee Push-ups (4 sets x 8-12 reps) | 5. Pike Push-ups (4 sets x 8-12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1186,Beginner Push Routine,Muscle Gain,Beginner,Push (Chest/Shoulders/Triceps),45,225,1. Diamond Push-ups (4 sets x 8-10 reps) | 2. Front Raises (4 sets x 8-10 reps) | 3. Pike Push-ups (4 sets x 8-10 reps) | 4. Dumbbell Chest Flyes (4 sets x 8-10 reps) | 5. Wide Grip Push-ups (4 sets x 8-10 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1187,Advanced Push Routine,Muscle Gain,Advanced,Push (Chest/Shoulders/Triceps),60,375,1. Pike Push-ups (4 sets x 6-8 reps (heavy)) | 2. Chair Tricep Dips (4 sets x 6-8 reps (heavy)) | 3. Dumbbell Bench Press (4 sets x 6-8 reps (heavy)) | 4. Dumbbell Overhead Press (4 sets x 6-8 reps (heavy)) | 5. Barbell Bench Press (4 sets x 6-8 reps (heavy))
WK_1188,Intermediate Lower Body Focus,Weight Loss,Intermediate,Legs,45,415,1. Wall Sit (3 sets x 40 sec work / 20 sec rest) | 2. Bodyweight Squats (3 sets x 40 sec work / 20 sec rest) | 3. Forward Lunges (3 sets x 40 sec work / 20 sec rest) | 4. Glute Bridges (3 sets x 40 sec work / 20 sec rest) | 5. Goblet Squats (3 sets x 40 sec work / 20 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1189,Advanced Upper Body Mix,Muscle Gain,Advanced,Upper Body,60,375,1. Superman Extensions (4 sets x 6-8 reps (heavy)) | 2. Hammer Curls (4 sets x 6-8 reps (heavy)) | 3. Lateral Raises (4 sets x 6-8 reps (heavy)) | 4. Dumbbell Bicep Curls (4 sets x 6-8 reps (heavy)) | 5. Knee Push-ups (4 sets x 6-8 reps (heavy))
WK_1190,Advanced Core & Sweat,Weight Loss,Advanced,Core & Cardio,30,262,1. Bicycle Crunches (3 sets x 45 sec work / 15 sec rest) | 2. High Knees (3 sets x 45 sec work / 15 sec rest) | 3. Shadow Boxing (3 sets x 45 sec work / 15 sec rest) | 4. Bird-Dog (3 sets x 45 sec work / 15 sec rest) | 5. Dead Bugs (3 sets x 45 sec work / 15 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1191,Beginner Core & Sweat,Weight Loss,Beginner,Core & Cardio,45,315,1. Russian Twists (3 sets x 12-15 reps) | 2. Shadow Boxing (3 sets x 12-15 reps) | 3. Bird-Dog (3 sets x 12-15 reps) | 4. Jogging in Place (3 sets x 12-15 reps) | 5. Dead Bugs (3 sets x 12-15 reps)
WK_1192,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,45,297,1. Forward Lunges (3 sets x 12 reps) | 2. Push-ups (3 sets x 12 reps) | 3. Side Plank (3 sets x 12 reps) | 4. Inverted Bodyweight Rows (3 sets x 12 reps) | 5. Step-ups (on chair/box) (3 sets x 12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1193,Advanced Upper Body Mix,Weight Loss,Advanced,Upper Body,40,350,1. Overhead Tricep Extension (4 sets x 45 sec work / 15 sec rest) | 2. Superman Extensions (4 sets x 45 sec work / 15 sec rest) | 3. Wide Grip Push-ups (4 sets x 45 sec work / 15 sec rest) | 4. Dumbbell Overhead Press (4 sets x 45 sec work / 15 sec rest) | 5. Hammer Curls (4 sets x 45 sec work / 15 sec rest)
WK_1194,Intermediate Lower Body Focus,General Fitness,Intermediate,Legs,45,297,1. Jump Squats (3 sets x 12 reps) | 2. Calf Raises (3 sets x 12 reps) | 3. Wall Sit (3 sets x 12 reps) | 4. Reverse Lunges (3 sets x 12 reps) | 5. Goblet Squats (3 sets x 12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1195,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,40,280,1. Pike Push-ups (4 sets x 12-15 reps) | 2. Hammer Curls (4 sets x 12-15 reps) | 3. Chair Tricep Dips (4 sets x 12-15 reps) | 4. Inverted Bodyweight Rows (4 sets x 12-15 reps) | 5. Barbell Bench Press (4 sets x 12-15 reps)
WK_1196,Intermediate Upper Body Mix,General Fitness,Intermediate,Upper Body,45,247,1. Chin-ups (3 sets x 10-15 reps) | 2. Chair Tricep Dips (3 sets x 10-15 reps) | 3. Tricep Kickbacks (3 sets x 10-15 reps) | 4. Pike Push-ups (3 sets x 10-15 reps) | 5. Incline Push-ups (3 sets x 10-15 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1197,Advanced Lower Body Focus,General Fitness,Advanced,Legs,45,337,1. Reverse Lunges (3 sets x 10-15 reps) | 2. Bodyweight Squats (3 sets x 10-15 reps) | 3. Calf Raises (3 sets x 10-15 reps) | 4. Step-ups (on chair/box) (3 sets x 10-15 reps) | 5. Forward Lunges (3 sets x 10-15 reps)
WK_1198,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),40,308,1. Dumbbell Chest Flyes (3 sets x 40 sec work / 20 sec rest) | 2. Lateral Raises (3 sets x 40 sec work / 20 sec rest) | 3. Wide Grip Push-ups (3 sets x 40 sec work / 20 sec rest) | 4. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 5. Diamond Push-ups (3 sets x 40 sec work / 20 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1199,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),30,210,1. Barbell Bench Press (4 sets x 12-15 reps) | 2. Lateral Raises (4 sets x 12-15 reps) | 3. Chair Tricep Dips (4 sets x 12-15 reps) | 4. Pike Push-ups (4 sets x 12-15 reps) | 5. Dumbbell Chest Flyes (4 sets x 12-15 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1200,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,30,210,1. Tricep Kickbacks (4 sets x 12-15 reps) | 2. Pull-ups (4 sets x 12-15 reps) | 3. Chair Tricep Dips (4 sets x 12-15 reps) | 4. Dumbbell Overhead Press (4 sets x 12-15 reps) | 5. Wide Grip Push-ups (4 sets x 12-15 reps)
WK_1201,Beginner Upper Body Mix,Muscle Gain,Beginner,Upper Body,60,300,1. Push-ups (4 sets x 8-10 reps) | 2. Overhead Tricep Extension (4 sets x 8-10 reps) | 3. Chin-ups (4 sets x 8-10 reps) | 4. Dumbbell Bicep Curls (4 sets x 8-10 reps) | 5. Pike Push-ups (4 sets x 8-10 reps)
WK_1202,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,45,281,1. Chair Tricep Dips (3 sets x 10-15 reps) | 2. Push-ups (3 sets x 10-15 reps) | 3. Hammer Curls (3 sets x 10-15 reps) | 4. Seated Dumbbell Press (3 sets x 10-15 reps) | 5. Inverted Bodyweight Rows (3 sets x 10-15 reps)
WK_1203,Intermediate Lower Body Focus,General Fitness,Intermediate,Legs,30,198,1. Reverse Lunges (3 sets x 10-15 reps) | 2. Calf Raises (3 sets x 10-15 reps) | 3. Glute Bridges (3 sets x 10-15 reps) | 4. Bodyweight Squats (3 sets x 10-15 reps) | 5. Goblet Squats (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1204,Advanced Lower Body Focus,Muscle Gain,Advanced,Legs,60,450,1. Forward Lunges (4 sets x 6-8 reps (heavy)) | 2. Wall Sit (4 sets x 6-8 reps (heavy)) | 3. Goblet Squats (4 sets x 6-8 reps (heavy)) | 4. Reverse Lunges (4 sets x 6-8 reps (heavy)) | 5. Calf Raises (4 sets x 6-8 reps (heavy))
WK_1205,Intermediate Upper Body Mix,General Fitness,Intermediate,Upper Body,30,165,1. Overhead Tricep Extension (3 sets x 12 reps) | 2. Seated Dumbbell Press (3 sets x 12 reps) | 3. Diamond Push-ups (3 sets x 12 reps) | 4. Lat Pulldowns (3 sets x 12 reps) | 5. Knee Push-ups (3 sets x 12 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1206,Advanced Push Routine,General Fitness,Advanced,Push (Chest/Shoulders/Triceps),30,187,1. Dumbbell Overhead Press (3 sets x 12 reps) | 2. Knee Push-ups (3 sets x 12 reps) | 3. Diamond Push-ups (3 sets x 12 reps) | 4. Push-ups (3 sets x 12 reps) | 5. Lateral Raises (3 sets x 12 reps) | Finisher: Burpees (3 sets of max effort)
WK_1207,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),30,231,1. Chair Tricep Dips (3 sets x 40 sec work / 20 sec rest) | 2. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 3. Knee Push-ups (3 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Overhead Press (3 sets x 40 sec work / 20 sec rest) | 5. Wide Grip Push-ups (3 sets x 40 sec work / 20 sec rest)
WK_1208,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,45,346,1. Crunches (4 sets x 40 sec work / 20 sec rest) | 2. Jogging in Place (4 sets x 40 sec work / 20 sec rest) | 3. High Knees (4 sets x 40 sec work / 20 sec rest) | 4. Bird-Dog (4 sets x 40 sec work / 20 sec rest) | 5. Bicycle Crunches (4 sets x 40 sec work / 20 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1209,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,40,308,1. Burpees (4 sets x 40 sec work / 20 sec rest) | 2. Dead Bugs (4 sets x 40 sec work / 20 sec rest) | 3. Jumping Jacks (4 sets x 40 sec work / 20 sec rest) | 4. Forearm Plank (4 sets x 40 sec work / 20 sec rest) | 5. Russian Twists (4 sets x 40 sec work / 20 sec rest)
WK_1210,Beginner Upper Body Mix,Muscle Gain,Beginner,Upper Body,60,300,1. Dumbbell Rows (4 sets x 8-10 reps) | 2. Hammer Curls (4 sets x 8-10 reps) | 3. Diamond Push-ups (4 sets x 8-10 reps) | 4. Barbell Bench Press (4 sets x 8-10 reps) | 5. Lateral Raises (4 sets x 8-10 reps)
WK_1211,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),30,150,1. Dumbbell Bench Press (3 sets x 12 reps) | 2. Pike Push-ups (3 sets x 12 reps) | 3. Tricep Kickbacks (3 sets x 12 reps) | 4. Lateral Raises (3 sets x 12 reps) | 5. Wide Grip Push-ups (3 sets x 12 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1212,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),45,315,1. Hammer Curls (4 sets x 12-15 reps) | 2. Dumbbell Rows (4 sets x 12-15 reps) | 3. Chin-ups (4 sets x 12-15 reps) | 4. Dumbbell Bicep Curls (4 sets x 12-15 reps) | 5. Lat Pulldowns (4 sets x 12-15 reps)
WK_1213,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,30,187,1. Push-ups (3 sets x 10-15 reps) | 2. Dumbbell Overhead Press (3 sets x 10-15 reps) | 3. Chin-ups (3 sets x 10-15 reps) | 4. Overhead Tricep Extension (3 sets x 10-15 reps) | 5. Hammer Curls (3 sets x 10-15 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1214,Intermediate Pull Routine,Weight Loss,Intermediate,Pull (Back/Biceps),40,308,1. Pull-ups (4 sets x 40 sec work / 20 sec rest) | 2. Lat Pulldowns (4 sets x 40 sec work / 20 sec rest) | 3. Hammer Curls (4 sets x 40 sec work / 20 sec rest) | 4. Inverted Bodyweight Rows (4 sets x 40 sec work / 20 sec rest) | 5. Dumbbell Bicep Curls (4 sets x 40 sec work / 20 sec rest) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1215,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,30,225,1. Reverse Lunges (3 sets x 12 reps) | 2. Step-ups (on chair/box) (3 sets x 12 reps) | 3. Inverted Bodyweight Rows (3 sets x 12 reps) | 4. Bird-Dog (3 sets x 12 reps) | 5. Dumbbell Chest Flyes (3 sets x 12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1216,Advanced Core & Sweat,Weight Loss,Advanced,Core & Cardio,30,262,1. Bird-Dog (4 sets x 45 sec work / 15 sec rest) | 2. Crunches (4 sets x 45 sec work / 15 sec rest) | 3. Bicycle Crunches (4 sets x 45 sec work / 15 sec rest) | 4. Jogging in Place (4 sets x 45 sec work / 15 sec rest) | 5. Jumping Jacks (4 sets x 45 sec work / 15 sec rest)
WK_1217,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,60,330,1. Bird-Dog (3 sets x 8-12 reps) | 2. Bicycle Crunches (3 sets x 8-12 reps) | 3. Jump Rope (3 sets x 8-12 reps) | 4. Dead Bugs (3 sets x 8-12 reps) | 5. Jumping Jacks (3 sets x 8-12 reps)
WK_1218,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,30,198,1. Pull-ups (3 sets x 12 reps) | 2. Forward Lunges (3 sets x 12 reps) | 3. Jump Squats (3 sets x 12 reps) | 4. Dumbbell Chest Flyes (3 sets x 12 reps) | 5. Bird-Dog (3 sets x 12 reps) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1219,Advanced Upper Body Mix,Muscle Gain,Advanced,Upper Body,45,281,1. Dumbbell Bicep Curls (4 sets x 6-8 reps (heavy)) | 2. Hammer Curls (4 sets x 6-8 reps (heavy)) | 3. Dumbbell Chest Flyes (4 sets x 6-8 reps (heavy)) | 4. Seated Dumbbell Press (4 sets x 6-8 reps (heavy)) | 5. Superman Extensions (4 sets x 6-8 reps (heavy))
WK_1220,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,45,247,1. Forearm Plank (3 sets x 10-15 reps) | 2. Jump Rope (3 sets x 10-15 reps) | 3. Dead Bugs (3 sets x 10-15 reps) | 4. Crunches (3 sets x 10-15 reps) | 5. High Knees (3 sets x 10-15 reps)
WK_1221,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,60,330,1. Forearm Plank (3 sets x 8-12 reps) | 2. Mountain Climbers (3 sets x 8-12 reps) | 3. Jump Rope (3 sets x 8-12 reps) | 4. Bird-Dog (3 sets x 8-12 reps) | 5. Crunches (3 sets x 8-12 reps)
WK_1222,Intermediate Lower Body Focus,Weight Loss,Intermediate,Legs,45,415,1. Goblet Squats (3 sets x 40 sec work / 20 sec rest) | 2. Step-ups (on chair/box) (3 sets x 40 sec work / 20 sec rest) | 3. Jump Squats (3 sets x 40 sec work / 20 sec rest) | 4. Glute Bridges (3 sets x 40 sec work / 20 sec rest) | 5. Bodyweight Squats (3 sets x 40 sec work / 20 sec rest)
WK_1223,Advanced Lower Body Focus,General Fitness,Advanced,Legs,30,225,1. Bodyweight Squats (3 sets x 12 reps) | 2. Forward Lunges (3 sets x 12 reps) | 3. Calf Raises (3 sets x 12 reps) | 4. Wall Sit (3 sets x 12 reps) | 5. Glute Bridges (3 sets x 12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1224,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),30,187,1. Superman Extensions (3 sets x 12 reps) | 2. Dumbbell Bicep Curls (3 sets x 12 reps) | 3. Hammer Curls (3 sets x 12 reps) | 4. Dumbbell Rows (3 sets x 12 reps) | 5. Chin-ups (3 sets x 12 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1225,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),30,150,1. Pull-ups (3 sets x 10-15 reps) | 2. Lat Pulldowns (3 sets x 10-15 reps) | 3. Hammer Curls (3 sets x 10-15 reps) | 4. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 5. Dumbbell Rows (3 sets x 10-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1226,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,45,472,1. Russian Twists (3 sets x 45 sec work / 15 sec rest) | 2. Dumbbell Bench Press (3 sets x 45 sec work / 15 sec rest) | 3. Wall Sit (3 sets x 45 sec work / 15 sec rest) | 4. Lat Pulldowns (3 sets x 45 sec work / 15 sec rest) | 5. Reverse Lunges (3 sets x 45 sec work / 15 sec rest)
WK_1227,Intermediate Pull Routine,Weight Loss,Intermediate,Pull (Back/Biceps),45,346,1. Superman Extensions (4 sets x 40 sec work / 20 sec rest) | 2. Hammer Curls (4 sets x 40 sec work / 20 sec rest) | 3. Pull-ups (4 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Bicep Curls (4 sets x 40 sec work / 20 sec rest) | 5. Dumbbell Rows (4 sets x 40 sec work / 20 sec rest)
WK_1228,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,30,187,1. Bicycle Crunches (3 sets x 12 reps) | 2. Forearm Plank (3 sets x 12 reps) | 3. Burpees (3 sets x 12 reps) | 4. Jumping Jacks (3 sets x 12 reps) | 5. Lying Leg Raises (3 sets x 12 reps) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1229,Intermediate Upper Body Mix,General Fitness,Intermediate,Upper Body,30,165,1. Front Raises (3 sets x 12 reps) | 2. Dumbbell Rows (3 sets x 12 reps) | 3. Diamond Push-ups (3 sets x 12 reps) | 4. Dumbbell Bicep Curls (3 sets x 12 reps) | 5. Knee Push-ups (3 sets x 12 reps)
WK_1230,Intermediate Lower Body Focus,Muscle Gain,Intermediate,Legs,60,396,1. Forward Lunges (3 sets x 8-12 reps) | 2. Glute Bridges (3 sets x 8-12 reps) | 3. Calf Raises (3 sets x 8-12 reps) | 4. Step-ups (on chair/box) (3 sets x 8-12 reps) | 5. Bodyweight Squats (3 sets x 8-12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1231,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Wide Grip Push-ups (3 sets x 12 reps) | 2. Goblet Squats (3 sets x 12 reps) | 3. Chin-ups (3 sets x 12 reps) | 4. Lying Leg Raises (3 sets x 12 reps) | 5. Calf Raises (3 sets x 12 reps)
WK_1232,Beginner Upper Body Mix,Muscle Gain,Beginner,Upper Body,45,225,1. Chair Tricep Dips (4 sets x 8-10 reps) | 2. Wide Grip Push-ups (4 sets x 8-10 reps) | 3. Dumbbell Overhead Press (4 sets x 8-10 reps) | 4. Pull-ups (4 sets x 8-10 reps) | 5. Diamond Push-ups (4 sets x 8-10 reps)
WK_1233,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Calf Raises (3 sets x 10-15 reps) | 2. Superman Extensions (3 sets x 10-15 reps) | 3. Russian Twists (3 sets x 10-15 reps) | 4. Wall Sit (3 sets x 10-15 reps) | 5. Incline Push-ups (3 sets x 10-15 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1234,Beginner Core & Sweat,Muscle Gain,Beginner,Core & Cardio,60,300,1. Mountain Climbers (4 sets x 8-10 reps) | 2. Bird-Dog (4 sets x 8-10 reps) | 3. High Knees (4 sets x 8-10 reps) | 4. Russian Twists (4 sets x 8-10 reps) | 5. Side Plank (4 sets x 8-10 reps)
WK_1235,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,45,281,1. Tricep Kickbacks (3 sets x 12 reps) | 2. Inverted Bodyweight Rows (3 sets x 12 reps) | 3. Lateral Raises (3 sets x 12 reps) | 4. Overhead Tricep Extension (3 sets x 12 reps) | 5. Wide Grip Push-ups (3 sets x 12 reps) | Finisher: Burpees (3 sets of max effort)
WK_1236,Advanced Upper Body Mix,Weight Loss,Advanced,Upper Body,40,350,1. Inverted Bodyweight Rows (4 sets x 45 sec work / 15 sec rest) | 2. Diamond Push-ups (4 sets x 45 sec work / 15 sec rest) | 3. Pike Push-ups (4 sets x 45 sec work / 15 sec rest) | 4. Chair Tricep Dips (4 sets x 45 sec work / 15 sec rest) | 5. Push-ups (4 sets x 45 sec work / 15 sec rest)
WK_1237,Advanced Core & Sweat,Weight Loss,Advanced,Core & Cardio,40,350,1. Jump Rope (4 sets x 45 sec work / 15 sec rest) | 2. Dead Bugs (4 sets x 45 sec work / 15 sec rest) | 3. Lying Leg Raises (4 sets x 45 sec work / 15 sec rest) | 4. Forearm Plank (4 sets x 45 sec work / 15 sec rest) | 5. Jumping Jacks (4 sets x 45 sec work / 15 sec rest) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1238,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,40,420,1. Reverse Lunges (4 sets x 45 sec work / 15 sec rest) | 2. Superman Extensions (4 sets x 45 sec work / 15 sec rest) | 3. Glute Bridges (4 sets x 45 sec work / 15 sec rest) | 4. Russian Twists (4 sets x 45 sec work / 15 sec rest) | 5. Dumbbell Bench Press (4 sets x 45 sec work / 15 sec rest)
WK_1239,Beginner Core & Sweat,General Fitness,Beginner,Core & Cardio,45,225,1. Side Plank (3 sets x 10-15 reps) | 2. High Knees (3 sets x 10-15 reps) | 3. Russian Twists (3 sets x 10-15 reps) | 4. Mountain Climbers (3 sets x 10-15 reps) | 5. Dead Bugs (3 sets x 10-15 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1240,Intermediate Pull Routine,Muscle Gain,Intermediate,Pull (Back/Biceps),60,330,1. Dumbbell Rows (3 sets x 8-12 reps) | 2. Superman Extensions (3 sets x 8-12 reps) | 3. Pull-ups (3 sets x 8-12 reps) | 4. Dumbbell Bicep Curls (3 sets x 8-12 reps) | 5. Hammer Curls (3 sets x 8-12 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1241,Advanced Core & Sweat,Muscle Gain,Advanced,Core & Cardio,60,375,1. Side Plank (3 sets x 6-8 reps (heavy)) | 2. Crunches (3 sets x 6-8 reps (heavy)) | 3. Lying Leg Raises (3 sets x 6-8 reps (heavy)) | 4. Jogging in Place (3 sets x 6-8 reps (heavy)) | 5. Mountain Climbers (3 sets x 6-8 reps (heavy)) | Finisher: High Knees (3 sets of max effort)
WK_1242,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,45,281,1. Forearm Plank (3 sets x 10-15 reps) | 2. Bicycle Crunches (3 sets x 10-15 reps) | 3. Jumping Jacks (3 sets x 10-15 reps) | 4. Dead Bugs (3 sets x 10-15 reps) | 5. Burpees (3 sets x 10-15 reps)
WK_1243,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,45,281,1. Jogging in Place (3 sets x 10-15 reps) | 2. Forearm Plank (3 sets x 10-15 reps) | 3. High Knees (3 sets x 10-15 reps) | 4. Bird-Dog (3 sets x 10-15 reps) | 5. Russian Twists (3 sets x 10-15 reps) | Finisher: Jumping Jacks (3 sets of max effort)
