Workout_ID,Focus_Area,Difficulty,Routine,Goal
REHAB_2001,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Gentle Walking,Recovery
REHAB_2663,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Static Wall Sits (Shallow),Recovery
REHAB_2664,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Light Core Bracing,Recovery
REHAB_2665,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Wrist Rotations,Recovery
REHAB_2666,Rehabilitation,Beginner,Pelvic Tilts | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_2667,Rehabilitation,Beginner,Neck Rotations | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_2668,Rehabilitation,Beginner,Progressive Muscle Relaxation | Overhead Reach | Seated Shoulder Rolls,Recovery
REHAB_2669,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Neck Rotations,Recovery
REHAB_2670,Rehabilitation,Beginner,Seated Shoulder Rolls | Overhead Reach | Pelvic Tilts,Recovery
REHAB_2671,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Gentle Walking,Recovery
REHAB_2672,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_2673,Rehabilitation,Beginner,Diaphragmatic Breathing | Cat-Cow Stretch | Ankle Pumps,Recovery
REHAB_2674,Rehabilitation,Beginner,Seated Torso Twists (Light) | Calf Stretch on Wall | Pelvic Tilts,Recovery
REHAB_2675,Rehabilitation,Beginner,Gentle Walking | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_2676,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_2677,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Isometric Towel Presses,Recovery
REHAB_2678,Rehabilitation,Beginner,Guided Meditation | Child's Pose | Foam Rolling,Recovery
REHAB_2679,Rehabilitation,Beginner,Progressive Muscle Relaxation | Overhead Reach | Pelvic Tilts,Recovery
REHAB_2680,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_2681,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_2682,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Foam Rolling,Recovery
REHAB_2683,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_2684,Rehabilitation,Beginner,Seated Torso Twists (Light) | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2685,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Glute Squeezes,Recovery
REHAB_2686,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Ankle Pumps,Recovery
REHAB_2687,Rehabilitation,Beginner,Guided Meditation | Child's Pose | Neck Rotations,Recovery
REHAB_2688,Rehabilitation,Beginner,Neck Rotations | Child's Pose | Assisted Leg Raises,Recovery
REHAB_2689,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Isometric Towel Presses,Recovery
REHAB_2690,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Static Wall Sits (Shallow),Recovery
REHAB_2691,Rehabilitation,Beginner,Progressive Muscle Relaxation | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_2692,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Seated Shoulder Rolls,Recovery
REHAB_2693,Rehabilitation,Beginner,Diaphragmatic Breathing | Child's Pose | Isometric Towel Presses,Recovery
REHAB_2694,Rehabilitation,Beginner,Progressive Muscle Relaxation | Lying Glute Stretch | Neck Rotations,Recovery
REHAB_2695,Rehabilitation,Beginner,Box Breathing | Child's Pose | Ankle Pumps,Recovery
REHAB_2696,Rehabilitation,Beginner,Seated Torso Twists (Light) | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_2697,Rehabilitation,Beginner,Progressive Muscle Relaxation | Calf Stretch on Wall | Light Core Bracing,Recovery
REHAB_2698,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Glute Squeezes,Recovery
REHAB_2699,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_2700,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Foam Rolling,Recovery
REHAB_2701,Rehabilitation,Beginner,Gentle Walking | Overhead Reach | Glute Squeezes,Recovery
REHAB_2702,Rehabilitation,Beginner,Guided Meditation | Child's Pose | Pelvic Tilts,Recovery
REHAB_2703,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_2704,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Wrist Rotations,Recovery
REHAB_2705,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Isometric Towel Presses,Recovery
REHAB_2706,Rehabilitation,Beginner,Diaphragmatic Breathing | Overhead Reach | Foam Rolling,Recovery
REHAB_2707,Rehabilitation,Beginner,Deep Breathing | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_2708,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_2709,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_2710,Rehabilitation,Beginner,Box Breathing | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_2711,Rehabilitation,Beginner,Mindful Breathing | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_2712,Rehabilitation,Beginner,Box Breathing | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_2713,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_2714,Rehabilitation,Beginner,Wrist Rotations | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_2715,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Glute Squeezes,Recovery
REHAB_2716,Rehabilitation,Beginner,Ankle Pumps | Child's Pose | Wrist Rotations,Recovery
REHAB_2717,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Glute Squeezes,Recovery
REHAB_2718,Rehabilitation,Beginner,Deep Breathing | Seated Hamstring Stretch | Neck Rotations,Recovery
REHAB_2719,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2720,Rehabilitation,Beginner,Box Breathing | Overhead Reach | Glute Squeezes,Recovery
REHAB_2721,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Light Core Bracing,Recovery
REHAB_2722,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2723,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Ankle Pumps,Recovery
REHAB_2724,Rehabilitation,Beginner,Seated Torso Twists (Light) | Overhead Reach | Seated Shoulder Rolls,Recovery
REHAB_2725,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Assisted Leg Raises,Recovery
REHAB_2726,Rehabilitation,Beginner,Deep Breathing | Child's Pose | Light Core Bracing,Recovery
REHAB_2727,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Light Core Bracing,Recovery
REHAB_2728,Rehabilitation,Beginner,Box Breathing | Calf Stretch on Wall | Glute Squeezes,Recovery
REHAB_2729,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_2730,Rehabilitation,Beginner,Progressive Muscle Relaxation | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_2731,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_2732,Rehabilitation,Beginner,Wrist Rotations | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_2733,Rehabilitation,Beginner,Box Breathing | Chest Opener Stretch | Neck Rotations,Recovery
REHAB_2734,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Ankle Pumps,Recovery
REHAB_2735,Rehabilitation,Beginner,Diaphragmatic Breathing | Cat-Cow Stretch | Gentle Walking,Recovery
REHAB_2736,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Glute Squeezes,Recovery
REHAB_2737,Rehabilitation,Beginner,Gentle Walking | Lying Glute Stretch | Wrist Rotations,Recovery
REHAB_2738,Rehabilitation,Beginner,Progressive Muscle Relaxation | Calf Stretch on Wall | Ankle Pumps,Recovery
REHAB_2739,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Light Core Bracing,Recovery
REHAB_2740,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Light Core Bracing,Recovery
REHAB_2741,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_2742,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Foam Rolling,Recovery
REHAB_2743,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2744,Rehabilitation,Beginner,Ankle Pumps | Calf Stretch on Wall | Gentle Walking,Recovery
REHAB_2745,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Light Core Bracing,Recovery
REHAB_2746,Rehabilitation,Beginner,Ankle Pumps | Chest Opener Stretch | Seated Shoulder Rolls,Recovery
REHAB_2747,Rehabilitation,Beginner,Wrist Rotations | Seated Hamstring Stretch | Neck Rotations,Recovery
REHAB_2748,Rehabilitation,Beginner,Gentle Walking | Child's Pose | Seated Shoulder Rolls,Recovery
REHAB_2749,Rehabilitation,Beginner,Pelvic Tilts | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_2750,Rehabilitation,Beginner,Gentle Walking | Calf Stretch on Wall | Gentle Walking,Recovery
REHAB_2751,Rehabilitation,Beginner,Gentle Walking | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_2752,Rehabilitation,Beginner,Wrist Rotations | Lying Glute Stretch | Pelvic Tilts,Recovery
REHAB_2753,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Neck Rotations,Recovery
REHAB_2754,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Isometric Towel Presses,Recovery
REHAB_2755,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_2756,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Wrist Rotations,Recovery
REHAB_2757,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Pelvic Tilts,Recovery
REHAB_2758,Rehabilitation,Beginner,Seated Torso Twists (Light) | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_2759,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Ankle Pumps,Recovery
REHAB_2760,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Foam Rolling,Recovery
REHAB_2761,Rehabilitation,Beginner,Deep Breathing | Seated Hamstring Stretch | Gentle Walking,Recovery
REHAB_2762,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_2763,Rehabilitation,Beginner,Neck Rotations | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2764,Rehabilitation,Beginner,Ankle Pumps | Child's Pose | Pelvic Tilts,Recovery
REHAB_2765,Rehabilitation,Beginner,Ankle Pumps | Calf Stretch on Wall | Wrist Rotations,Recovery
REHAB_2766,Rehabilitation,Beginner,Gentle Walking | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_2767,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Assisted Leg Raises,Recovery
REHAB_2768,Rehabilitation,Beginner,Ankle Pumps | Knee-to-Chest Stretch | Light Core Bracing,Recovery
REHAB_2769,Rehabilitation,Beginner,Deep Breathing | Calf Stretch on Wall | Pelvic Tilts,Recovery
REHAB_2770,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Seated Torso Twists (Light),Recovery
REHAB_2771,Rehabilitation,Beginner,Ankle Pumps | Knee-to-Chest Stretch | Isometric Towel Presses,Recovery
REHAB_2772,Rehabilitation,Beginner,Pelvic Tilts | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_2773,Rehabilitation,Beginner,Neck Rotations | Knee-to-Chest Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2774,Rehabilitation,Beginner,Seated Torso Twists (Light) | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_2775,Rehabilitation,Beginner,Deep Breathing | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2776,Rehabilitation,Beginner,Wrist Rotations | Overhead Reach | Wrist Rotations,Recovery
REHAB_2777,Rehabilitation,Beginner,Seated Shoulder Rolls | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_2778,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Ankle Pumps,Recovery
REHAB_2779,Rehabilitation,Beginner,Deep Breathing | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_2780,Rehabilitation,Beginner,Gentle Walking | Child's Pose | Seated Torso Twists (Light),Recovery
REHAB_2781,Rehabilitation,Beginner,Pelvic Tilts | Lying Glute Stretch | Seated Torso Twists (Light),Recovery
REHAB_2782,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Assisted Leg Raises,Recovery
REHAB_2783,Rehabilitation,Beginner,Pelvic Tilts | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_2784,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Foam Rolling,Recovery
REHAB_2785,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Foam Rolling,Recovery
REHAB_2786,Rehabilitation,Beginner,Gentle Walking | Calf Stretch on Wall | Wrist Rotations,Recovery
REHAB_2787,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_2788,Rehabilitation,Beginner,Progressive Muscle Relaxation | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_2789,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2790,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_2791,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2792,Rehabilitation,Beginner,Box Breathing | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_2793,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_2794,Rehabilitation,Beginner,Seated Torso Twists (Light) | Knee-to-Chest Stretch | Seated Shoulder Rolls,Recovery
REHAB_2795,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Seated Torso Twists (Light),Recovery
REHAB_2796,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Seated Shoulder Rolls,Recovery
REHAB_2797,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2798,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Light Core Bracing,Recovery
REHAB_2799,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2800,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2801,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Foam Rolling,Recovery
REHAB_2802,Rehabilitation,Beginner,Pelvic Tilts | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_2803,Rehabilitation,Beginner,Guided Meditation | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2804,Rehabilitation,Beginner,Deep Breathing | Lying Glute Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2805,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Neck Rotations,Recovery
REHAB_2806,Rehabilitation,Beginner,Gentle Walking | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_2807,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2808,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Gentle Walking,Recovery
REHAB_2809,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Seated Torso Twists (Light),Recovery
REHAB_2810,Rehabilitation,Beginner,Seated Shoulder Rolls | Chest Opener Stretch | Light Core Bracing,Recovery
REHAB_2811,Rehabilitation,Beginner,Seated Shoulder Rolls | Lying Glute Stretch | Isometric Towel Presses,Recovery
REHAB_2812,Rehabilitation,Beginner,Mindful Breathing | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_2813,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Isometric Towel Presses,Recovery
REHAB_2814,Rehabilitation,Beginner,Guided Meditation | Lying Glute Stretch | Foam Rolling,Recovery
REHAB_2815,Rehabilitation,Beginner,Pelvic Tilts | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_2816,Rehabilitation,Beginner,Gentle Walking | Child's Pose | Gentle Walking,Recovery
REHAB_2817,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2818,Rehabilitation,Beginner,Pelvic Tilts | Knee-to-Chest Stretch | Gentle Walking,Recovery
REHAB_2819,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_2820,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_2821,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2822,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2823,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Seated Shoulder Rolls,Recovery
REHAB_2824,Rehabilitation,Beginner,Box Breathing | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_2825,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2826,Rehabilitation,Beginner,Mindful Breathing | Child's Pose | Gentle Walking,Recovery
REHAB_2827,Rehabilitation,Beginner,Pelvic Tilts | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_2828,Rehabilitation,Beginner,Mindful Breathing | Lying Glute Stretch | Wrist Rotations,Recovery
REHAB_2829,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Seated Torso Twists (Light),Recovery
REHAB_2830,Rehabilitation,Beginner,Wrist Rotations | Calf Stretch on Wall | Neck Rotations,Recovery
REHAB_2831,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Wrist Rotations,Recovery
REHAB_2832,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_2833,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Seated Shoulder Rolls,Recovery
REHAB_2834,Rehabilitation,Beginner,Gentle Walking | Lying Glute Stretch | Light Core Bracing,Recovery
REHAB_2835,Rehabilitation,Beginner,Seated Torso Twists (Light) | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_2836,Rehabilitation,Beginner,Mindful Breathing | Seated Hamstring Stretch | Seated Shoulder Rolls,Recovery
REHAB_2837,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_2838,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2839,Rehabilitation,Beginner,Guided Meditation | Chest Opener Stretch | Seated Shoulder Rolls,Recovery
REHAB_2840,Rehabilitation,Beginner,Diaphragmatic Breathing | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_2841,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2842,Rehabilitation,Beginner,Guided Meditation | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_2843,Rehabilitation,Beginner,Ankle Pumps | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2844,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2845,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_2846,Rehabilitation,Beginner,Pelvic Tilts | Chest Opener Stretch | Isometric Towel Presses,Recovery
REHAB_2847,Rehabilitation,Beginner,Wrist Rotations | Lying Glute Stretch | Isometric Towel Presses,Recovery
REHAB_2848,Rehabilitation,Beginner,Box Breathing | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_2849,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Neck Rotations,Recovery
REHAB_2850,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Gentle Walking,Recovery
REHAB_2851,Rehabilitation,Beginner,Wrist Rotations | Lying Glute Stretch | Glute Squeezes,Recovery
REHAB_2852,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Wrist Rotations,Recovery
REHAB_2853,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Neck Rotations,Recovery
REHAB_2854,Rehabilitation,Beginner,Seated Shoulder Rolls | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_2855,Rehabilitation,Beginner,Ankle Pumps | Chest Opener Stretch | Neck Rotations,Recovery
REHAB_2856,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Isometric Towel Presses,Recovery
REHAB_2857,Rehabilitation,Beginner,Deep Breathing | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_2858,Rehabilitation,Beginner,Wrist Rotations | Overhead Reach | Light Core Bracing,Recovery
REHAB_2859,Rehabilitation,Beginner,Ankle Pumps | Seated Hamstring Stretch | Foam Rolling,Recovery
REHAB_2860,Rehabilitation,Beginner,Neck Rotations | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2861,Rehabilitation,Beginner,Deep Breathing | Overhead Reach | Seated Shoulder Rolls,Recovery
REHAB_2862,Rehabilitation,Beginner,Deep Breathing | Lying Glute Stretch | Glute Squeezes,Recovery
REHAB_2863,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Seated Torso Twists (Light),Recovery
REHAB_2864,Rehabilitation,Beginner,Progressive Muscle Relaxation | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_2865,Rehabilitation,Beginner,Deep Breathing | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_2866,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Seated Torso Twists (Light),Recovery
REHAB_2867,Rehabilitation,Beginner,Diaphragmatic Breathing | Child's Pose | Isometric Towel Presses,Recovery
REHAB_2868,Rehabilitation,Beginner,Seated Shoulder Rolls | Overhead Reach | Pelvic Tilts,Recovery
REHAB_2869,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Seated Torso Twists (Light),Recovery
REHAB_2870,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_2871,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Static Wall Sits (Shallow),Recovery
REHAB_2872,Rehabilitation,Beginner,Progressive Muscle Relaxation | Cat-Cow Stretch | Wrist Rotations,Recovery
REHAB_2873,Rehabilitation,Beginner,Wrist Rotations | Overhead Reach | Foam Rolling,Recovery
REHAB_2874,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_2875,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Seated Shoulder Rolls,Recovery
REHAB_2876,Rehabilitation,Beginner,Neck Rotations | Overhead Reach | Foam Rolling,Recovery
REHAB_2877,Rehabilitation,Beginner,Gentle Walking | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_2878,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Wrist Rotations,Recovery
REHAB_2879,Rehabilitation,Beginner,Mindful Breathing | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_2880,Rehabilitation,Beginner,Seated Torso Twists (Light) | Cat-Cow Stretch | Gentle Walking,Recovery
REHAB_2881,Rehabilitation,Beginner,Seated Torso Twists (Light) | Overhead Reach | Glute Squeezes,Recovery
REHAB_2882,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_2883,Rehabilitation,Beginner,Box Breathing | Cat-Cow Stretch | Neck Rotations,Recovery
REHAB_2884,Rehabilitation,Beginner,Ankle Pumps | Seated Hamstring Stretch | Light Core Bracing,Recovery
REHAB_2885,Rehabilitation,Beginner,Ankle Pumps | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_2886,Rehabilitation,Beginner,Pelvic Tilts | Seated Hamstring Stretch | Seated Torso Twists (Light),Recovery
REHAB_2887,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Foam Rolling,Recovery
REHAB_2888,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_2889,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_2890,Rehabilitation,Beginner,Pelvic Tilts | Calf Stretch on Wall | Glute Squeezes,Recovery
REHAB_2891,Rehabilitation,Beginner,Ankle Pumps | Calf Stretch on Wall | Ankle Pumps,Recovery
REHAB_2892,Rehabilitation,Beginner,Mindful Breathing | Child's Pose | Static Wall Sits (Shallow),Recovery
REHAB_2893,Rehabilitation,Beginner,Wrist Rotations | Lying Glute Stretch | Seated Torso Twists (Light),Recovery
REHAB_2894,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Gentle Walking,Recovery
REHAB_2895,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Static Wall Sits (Shallow),Recovery
REHAB_2896,Rehabilitation,Beginner,Seated Shoulder Rolls | Overhead Reach | Foam Rolling,Recovery
REHAB_2897,Rehabilitation,Beginner,Neck Rotations | Seated Hamstring Stretch | Pelvic Tilts,Recovery
REHAB_2898,Rehabilitation,Beginner,Seated Shoulder Rolls | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_2899,Rehabilitation,Beginner,Wrist Rotations | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_2900,Rehabilitation,Beginner,Gentle Walking | Overhead Reach | Wrist Rotations,Recovery
REHAB_2901,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Wrist Rotations,Recovery
REHAB_2902,Rehabilitation,Beginner,Seated Torso Twists (Light) | Chest Opener Stretch | Ankle Pumps,Recovery
REHAB_2903,Rehabilitation,Beginner,Box Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_2904,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_2905,Rehabilitation,Beginner,Wrist Rotations | Overhead Reach | Seated Torso Twists (Light),Recovery
